name_of_interviewer,district,age,gender,caste_ethnicity,occupation,any_health_problem,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,Satisfied_with_NGOs,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women,id,submission_time,index,Dage_1,Dage_2,Dage_3,Dage_4,Dage_5,Dage_6,Dgender_1,Dgender_2,age_15_40,age_40_and_above,age_not_avail,Doccupation_1,Doccupation_2,Doccupation_3,Doccupation_4,Doccupation_5,farmer_laborer,not_farmer_laborer,Dcaste_ethnicity_1,Dcaste_ethnicity_2,Dcaste_ethnicity_3,Dcaste_ethnicity_4,Dcaste_ethnicity_5,Dcaste_ethnicity_6,Dcaste_ethnicity_7,Dcaste_ethnicity_8,Dcaste_ethnicity_9,caste_Brah_Chhe,caste_New_Gur_Tam,caste_Janjati,caste_Dal_Mus_Other,Dany_health_problem_1,Dany_health_problem_2,Dany_health_problem_3,Dare_main_problems_addressed_1,Dare_main_problems_addressed_2,Dare_main_problems_addressed_3,Dare_main_problems_addressed_4,Dare_main_problems_addressed_5,Dare_main_problems_addressed_6,Dare_main_problems_addressed_7
"Ranjit Khanal","Nuwakot","40_54","male","other","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740824,"2015-10-01T09:03:57",1253,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","1___not_at_all","news_about_government_decision","1___not_at_all","cash_for_work","3___neutral","based_on_polit","1___not_at_all","3___neutral","4___mostly_yes",NA,740825,"2015-10-01T09:04:11",1254,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Bhupendra Shrestha","Dhading","25_39","male","Brahmin","skilled_worker","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"5___completely_yes","4___mostly_yes","3___neutral",NA,740829,"2015-10-01T09:05:09",1255,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","don_t_know",NA,740831,"2015-10-01T09:06:06",1256,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Shanti Ghimire","Lalitpur","15_24","female","Tamang","ngo_worker_bus","no_difficulty","1___not_at_all","education","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","5___completely_yes",NA,"2___very_little","first_come__fi","2___very_little","1___not_at_all","2___very_little","financial_support",740832,"2015-10-01T09:06:11",1257,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","male","Dalit","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","4___mostly_yes",NA,"2___very_little","news_about_government_decision","3___neutral","cash_for_work","3___neutral","based_on_polit","2___very_little","4___mostly_yes","3___neutral",NA,740837,"2015-10-01T09:08:02",1258,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","2___very_little","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740840,"2015-10-01T09:08:55",1259,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Shanti Ghimire","Lalitpur","15_24","male","Tamang","skilled_worker","no_difficulty","1___not_at_all","long_term_shelter__housing","1___not_at_all","cash_for_work","2___very_little","news_about_government_decision","2___very_little","cash_for_work","1___not_at_all","based_on_dista","2___very_little","1___not_at_all","1___not_at_all",NA,740844,"2015-10-01T09:10:20",1260,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","15_24","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740849,"2015-10-01T09:12:13",1261,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","female","Dalit","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","1___not_at_all","news_about_government_decision","1___not_at_all","cash_for_work","1___not_at_all","based_on_polit","1___not_at_all","3___neutral","3___neutral",NA,740861,"2015-10-01T09:13:23",1262,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","25_39","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","short_term_she","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_polit","2___very_little","1___not_at_all","1___not_at_all",NA,740873,"2015-10-01T09:15:05",1263,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Rashmi Pande","Lalitpur","25_39","female","Janajati","government_ser","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","3___neutral","4___mostly_yes",NA,740880,"2015-10-01T09:16:24",1264,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","female","Chhetri","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","4___mostly_yes","5___completely_yes",NA,740890,"2015-10-01T09:17:40",1265,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Bhupendra Shrestha","Dhading","25_39","female","Brahmin","farmer_laborer","no_difficulty","4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes","4___mostly_yes","4___mostly_yes","long_term_shelter__housing",740895,"2015-10-01T09:18:43",1266,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740905,"2015-10-01T09:19:16",1267,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Ranjit Khanal","Nuwakot","55_greater","male","Brahmin","other","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740911,"2015-10-01T09:21:21",1268,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Rashmi Pande","Lalitpur","25_39","male","Brahmin","government_ser","yes__some_diff","2___very_little","short_term_she","2___very_little","cash_for_work","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","2___very_little",NA,740912,"2015-10-01T09:21:24",1269,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","male","Chhetri","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","cash_for_work","3___neutral","news_about_government_decision","3___neutral","cash_for_work","3___neutral","based_on_polit","3___neutral","4___mostly_yes","4___mostly_yes",NA,740913,"2015-10-01T09:21:36",1270,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Ranjit Khanal","Nuwakot","25_39","male","Chhetri","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","first_come__fi","2___very_little","1___not_at_all","1___not_at_all",NA,740914,"2015-10-01T09:21:41",1271,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Bhupendra Shrestha","Dhading","25_39","female","Dalit","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","4___mostly_yes","4___mostly_yes","long_term_shelter__housing",740960,"2015-10-01T09:23:56",1272,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740961,"2015-10-01T09:24:09",1273,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Rashmi pande","Lalitpur","40_54","male","Janajati","government_ser","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","2___not_very_m","2___very_little",NA,740962,"2015-10-01T09:24:09",1274,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","male","Chhetri","farmer_laborer","no_difficulty","3___neutral","long_term_shelter__housing","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"1___not_at_all","4___mostly_yes","5___completely_yes",NA,740968,"2015-10-01T09:27:19",1275,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Ranjit Khanal","Nuwakot","40_54","male","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","1___not_at_all","building_mater","1___not_at_all","news_about_government_decision","1___not_at_all","building_mater","1___not_at_all","based_on_caste","2___very_little","1___not_at_all","1___not_at_all",NA,740970,"2015-10-01T09:27:23",1276,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Rashmi Pande","Lalitpur","25_39","female","Brahmin","ngo_worker_bus","no_difficulty","2___very_little","education","2___very_little","building_mater","2___very_little","news_about_government_decision","2___very_little","building_mater","2___very_little","based_on_caste","2___very_little","2___not_very_m","3___neutral",NA,740971,"2015-10-01T09:28:01",1277,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","female","Janajati","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","1___not_at_all","news_about_government_decision","3___neutral","cash_for_work","3___neutral","based_on_polit","1___not_at_all","2___not_very_m","3___neutral",NA,740980,"2015-10-01T09:31:49",1278,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Bhupendra Shrestha","Dhading","25_39","female","Newar","farmer_laborer","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes","3___neutral","3___neutral","long_term_shelter__housing",740981,"2015-10-01T09:32:02",1279,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Shankar Thapaliya","Nuwakot","15_24","female","Brahmin","other","no_difficulty","2___very_little","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"2___very_little","4___mostly_yes","4___mostly_yes",NA,740983,"2015-10-01T09:32:21",1280,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Juna Rai","Okhaldhunga","55_greater","male","Janajati","farmer_laborer","no_difficulty","1___not_at_all","housing_inspections","1___not_at_all","housing_inspec","1___not_at_all","how_to_register_for_access_sup","4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,740992,"2015-10-01T09:32:58",1281,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Shankar Thapaliya","Nuwakot","55_greater","male","Brahmin","farmer_laborer","yes__a_lot_of_","1___not_at_all","food","1___not_at_all","building_mater","1___not_at_all","how_to_get_healthcare_psycholo","2___very_little","building_mater","2___very_little","first_come__fi","1___not_at_all","1___not_at_all","1___not_at_all",NA,741007,"2015-10-01T09:35:08",1282,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Shanti Ghimire","Lalitpur","40_54","male","Brahmin","ngo_worker_bus","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","based_on_polit","4___mostly_yes","4___mostly_yes","don_t_know",NA,741012,"2015-10-01T09:36:50",1283,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Shankar Thapaliya","Nuwakot","40_54","female","Brahmin","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","2___very_little","cash_for_work","4___mostly_yes",NA,"2___very_little","building_mater","2___very_little","only_if_damage","2___very_little","2___not_very_m","2___very_little","financial_support",741018,"2015-10-01T09:37:55",1284,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","female","Janajati","farmer_laborer","yes__some_diff","1___not_at_all","long_term_shelter__housing","3___neutral","cash_for_work","2___very_little","news_about_government_decision","don_t_know",NA,"1___not_at_all","based_on_polit","1___not_at_all","3___neutral","3___neutral","long_term_shelter__housing",741019,"2015-10-01T09:38:18",1285,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Bhupendra Shrestha","Dhading","25_39","male","Dalit","skilled_worker","no_difficulty","3___neutral","long_term_shelter__housing","3___neutral","seeds_and_fert","5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes","4___mostly_yes","3___neutral",NA,741021,"2015-10-01T09:39:36",1286,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"Juna Rai","Okhaldhunga","40_54","female","Newar","ngo_worker_bus","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes","3___neutral","4___mostly_yes",NA,741027,"2015-10-01T09:40:32",1287,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Shankar Thapaliya","Nuwakot","40_54","male","Brahmin","farmer_laborer","no_difficulty","1___not_at_all","toilets_sanitation","2___very_little","cash_for_work","4___mostly_yes",NA,"4___mostly_yes",NA,"2___very_little","based_on_polit","2___very_little","1___not_at_all","2___very_little",NA,741030,"2015-10-01T09:40:59",1288,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Rashmi Pande","Lalitpur","40_54","male","Janajati","ngo_worker_bus","no_difficulty","4___mostly_yes",NA,"2___very_little","building_mater","4___mostly_yes",NA,"4___mostly_yes",NA,"don_t_know",NA,"2___very_little","2___not_very_m","3___neutral",NA,741031,"2015-10-01T09:41:24",1289,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"Shanti Ghimire","Lalitpur","55_greater","male","Brahmin","ngo_worker_bus","no_difficulty","2___very_little","short_term_she","2___very_little","cash_for_work","2___very_little","how_to_get_healthcare_psycholo","2___very_little","cash_for_work","2___very_little","because_people","2___very_little","2___not_very_m","don_t_know",NA,741032,"2015-10-01T09:41:45",1290,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","male","Chhetri","government_ser","yes__some_diff","3___neutral","long_term_shelter__housing","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"3___neutral","based_on_polit","4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,741034,"2015-10-01T09:42:32",1291,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Shankar Thapaliya","Nuwakot","40_54","male","Brahmin","farmer_laborer","no_difficulty","2___very_little","short_term_she","2___very_little","cash_for_work","4___mostly_yes",NA,"2___very_little","food_aid","2___very_little","based_on_polit","2___very_little","1___not_at_all","2___very_little",NA,741036,"2015-10-01T09:42:46",1292,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Rajan Dhakal","Okhaldhunga","40_54","male","Chhetri","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","2___very_little","cash_for_work","2___very_little","news_about_government_decision","refused",NA,"3___neutral","based_on_polit","1___not_at_all","3___neutral","4___mostly_yes",NA,741078,"2015-10-01T09:45:51",1294,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Bhupendra Shrestha","Dhading","25_39","male","Newar","government_ser","no_difficulty","4___mostly_yes",NA,"3___neutral","cash_for_work","5___completely_yes",NA,"3___neutral","cash_for_work","4___mostly_yes",NA,"5___completely_yes","3___neutral","4___mostly_yes",NA,741082,"2015-10-01T09:46:13",1295,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Shankar Thapaliya","Nuwakot","15_24","male","Brahmin","farmer_laborer","no_difficulty","2___very_little","education","4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes","3___neutral","4___mostly_yes",NA,741084,"2015-10-01T09:46:17",1296,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Shanti Ghimire","Lalitpur","40_54","male","Newar","skilled_worker","no_difficulty","4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"don_t_know",NA,"2___very_little","2___not_very_m","4___mostly_yes",NA,741087,"2015-10-01T09:47:22",1297,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"Shanti Ghimire","Lalitpur","55_greater","male","Newar","farmer_laborer","yes__a_lot_of_","1___not_at_all","healthcare","1___not_at_all","cash_for_work","4___mostly_yes",NA,"2___very_little","building_mater","don_t_know",NA,"2___very_little","2___not_very_m","2___very_little",NA,741088,"2015-10-01T09:47:24",1298,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"Juna Rai","Okhaldhunga","25_39","female","Janajati","ngo_worker_bus","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"1___not_at_all","cash_for_work","1___not_at_all","first_come__fi","3___neutral","1___not_at_all","don_t_know",NA,741089,"2015-10-01T09:47:25",1299,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"Shankar Thapaliya","Nuwakot","40_54","female","Brahmin","farmer_laborer","no_difficulty","5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"5___completely_yes",NA,"4___mostly_yes","4___mostly_yes","4___mostly_yes",NA,741091,"2015-10-01T09:48:05",1300,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Rajan Dhakal","Okhaldhunga","40_54","male","Newar","farmer_laborer","no_difficulty","2___very_little","long_term_shelter__housing","3___neutral","cash_for_work","4___mostly_yes",NA,"3___neutral","cash_for_work","1___not_at_all","based_on_polit","1___not_at_all","3___neutral","4___mostly_yes",NA,741097,"2015-10-01T09:49:53",1302,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"Shankar Thapaliya","Nuwakot","25_39","female","Brahmin","farmer_laborer","no_difficulty","1___not_at_all","long_term_shelter__housing","5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"4___mostly_yes","3___neutral","2___very_little","clean_water",741098,"2015-10-01T09:50:07",1303,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Bhupendra Shrestha","Dhading","40_54","male","Newar","government_ser","yes__some_diff","3___neutral","long_term_shelter__housing","3___neutral","cash_for_work","5___completely_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"5___completely_yes","4___mostly_yes","3___neutral",NA,741099,"2015-10-01T09:50:23",1304,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Tara Sapkota","Lalitpur","15_24","female","Chhetri","farmer_laborer","yes__a_lot_of_","5___completely_yes",NA,"1___not_at_all","building_mater","2___very_little","how_to_get_shelter_materials","2___very_little","building_mater","1___not_at_all","first_come__fi","4___mostly_yes","2___not_very_m","4___mostly_yes","healthcare",741100,"2015-10-01T09:50:49",1305,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Shankar Thapaliya","Nuwakot","25_39","female","Brahmin","farmer_laborer","yes__some_diff","1___not_at_all","clean_water","5___completely_yes",NA,"4___mostly_yes",NA,"4___mostly_yes",NA,"5___completely_yes",NA,"2___very_little","2___not_very_m","4___mostly_yes","clean_water",741105,"2015-10-01T09:51:51",1306,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"Juna Rai","Okhaldhunga","55_greater","male","Newar","farmer_laborer","no_difficulty","1___not_at_all","housing_inspections","1___not_at_all","housing_inspec","4___mostly_yes",NA,"1___not_at_all","food_aid","1___not_at_all","other","1___not_at_all","1___not_at_all","4___mostly_yes",NA,741107,"2015-10-01T09:52:42",1307,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
